isolate_id	study_accession	sample_accession	experiment_accession	id	submission_accession	run_alias	fastq_ftp	sra_ftp	AMP	AMP_clsi	AMP_ecoff	AMP_eucast	CHL	CHL_clsi	CHL_ecoff	CHL_eucast	CIP	CIP_clsi	CIP_ecoff	CIP_eucast	CPM	CPM_clsi	CPM_ecoff	CPM_eucast	CST	CST_clsi	CST_ecoff	CST_eucast	CTX	CTX_clsi	CTX_ecoff	CTX_eucast	CTZ	CTZ_clsi	CTZ_ecoff	CTZ_eucast	ETP	ETP_clsi	ETP_ecoff	ETP_eucast	FOX	FOX_clsi	FOX_ecoff	FOX_eucast	GEN	GEN_clsi	GEN_ecoff	GEN_eucast	IMP	IMP_clsi	IMP_ecoff	IMP_eucast	MER	MER_clsi	MER_ecoff	MER_eucast	NAL	NAL_clsi	NAL_ecoff	NAL_eucast	SMZ	SMZ_clsi	SMZ_ecoff	SMZ_eucast	TET	TET_clsi	TET_ecoff	TET_eucast	TMP	TMP_clsi	TMP_ecoff	TMP_eucast
16009950_S26_L001_R1_001	PRJEB22091	SAMEA104205975	ERX2148177	ERR2091383	ERA984054	Run_2017_8_8_12_24_2_run80	ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/003/ERR2091383/ERR2091383_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/003/ERR2091383/ERR2091383_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR209/003/ERR2091383																																																																
16010294_S27_L001_R1_001	PRJEB22091	SAMEA104205976	ERX2148178	ERR2091384	ERA984054	Run_2017_8_8_12_24_2_run81	ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/004/ERR2091384/ERR2091384_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/004/ERR2091384/ERR2091384_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR209/004/ERR2091384																																																																
16018597_S28_L001_R1_001	PRJEB22091	SAMEA104205977	ERX2148179	ERR2091385	ERA984054	Run_2017_8_8_12_24_2_run82	ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/005/ERR2091385/ERR2091385_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/005/ERR2091385/ERR2091385_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR209/005/ERR2091385																																																																
16018634_S29_L001_R1_001	PRJEB22091	SAMEA104205978	ERX2148180	ERR2091386	ERA984054	Run_2017_8_8_12_24_2_run83	ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/006/ERR2091386/ERR2091386_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/006/ERR2091386/ERR2091386_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR209/006/ERR2091386																																																																
16018874_S30_L001_R1_001	PRJEB22091	SAMEA104205979	ERX2148181	ERR2091387	ERA984054	Run_2017_8_8_12_24_2_run84	ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/007/ERR2091387/ERR2091387_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/007/ERR2091387/ERR2091387_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR209/007/ERR2091387																																																																
16019035_S31_L001_R1_001	PRJEB22091	SAMEA104205980	ERX2148182	ERR2091388	ERA984054	Run_2017_8_8_12_24_2_run85	ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/008/ERR2091388/ERR2091388_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/008/ERR2091388/ERR2091388_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR209/008/ERR2091388																																																																
16019085_S32_L001_R1_001	PRJEB22091	SAMEA104205981	ERX2148183	ERR2091389	ERA984054	Run_2017_8_8_12_24_2_run86	ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/009/ERR2091389/ERR2091389_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/009/ERR2091389/ERR2091389_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR209/009/ERR2091389																																																																
16019702_S33_L001_R1_001	PRJEB22091	SAMEA104205982	ERX2148184	ERR2091390	ERA984054	Run_2017_8_8_12_24_2_run87	ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/000/ERR2091390/ERR2091390_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/000/ERR2091390/ERR2091390_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR209/000/ERR2091390																																																																
16019704_S34_L001_R1_001	PRJEB22091	SAMEA104205983	ERX2148185	ERR2091391	ERA984054	Run_2017_8_8_12_24_2_run88	ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/001/ERR2091391/ERR2091391_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/001/ERR2091391/ERR2091391_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR209/001/ERR2091391																																																																
16019726_S35_L001_R1_001	PRJEB22091	SAMEA104205984	ERX2148186	ERR2091392	ERA984054	Run_2017_8_8_12_24_2_run89	ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/002/ERR2091392/ERR2091392_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/002/ERR2091392/ERR2091392_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR209/002/ERR2091392																																																																
16019802_S36_L001_R1_001	PRJEB22091	SAMEA104205985	ERX2148187	ERR2091393	ERA984054	Run_2017_8_8_12_24_2_run90	ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/003/ERR2091393/ERR2091393_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/003/ERR2091393/ERR2091393_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR209/003/ERR2091393																																																																
16019805_S37_L001_R1_001	PRJEB22091	SAMEA104205986	ERX2148188	ERR2091394	ERA984054	Run_2017_8_8_12_24_2_run91	ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/004/ERR2091394/ERR2091394_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/004/ERR2091394/ERR2091394_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR209/004/ERR2091394																																																																
DTU2017-769-PRJ1111-Escherischia-coli-528-16010656_S1_L001_R1_001	PRJEB22091	SAMEA104205987	ERX2148189	ERR2091395	ERA984054	Run_2017_8_8_12_24_2_run92	ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/005/ERR2091395/ERR2091395_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/005/ERR2091395/ERR2091395_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR209/005/ERR2091395																																																																
DTU2017-770-PRJ1111-Escherischia-coli-528-16010678_S2_L001_R1_001	PRJEB22091	SAMEA104205988	ERX2148190	ERR2091396	ERA984054	Run_2017_8_8_12_24_2_run93	ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/006/ERR2091396/ERR2091396_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/006/ERR2091396/ERR2091396_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR209/006/ERR2091396	64.0	R	R	R	8.0	S	S	S	0.015	S	S	S	4.0	I	R	I	1.0		S	S	32.0	R	R	R	2.0	S	R	I	0.015	S	S	S	4.0	S	S		0.5	S	S	S	0.125	S	S	S	0.03	S	S	S	4.0	S	S		8.0	S			2.0	S	S		0.25	S	S	S
DTU2017-771-PRJ1111-Escherischia-coli-528-16012052_S3_L001_R1_001	PRJEB22091	SAMEA104205989	ERX2148191	ERR2091397	ERA984054	Run_2017_8_8_12_24_2_run94	ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/007/ERR2091397/ERR2091397_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/007/ERR2091397/ERR2091397_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR209/007/ERR2091397	64.0	R	R	R	8.0	S	S	S	0.5	I	R	I	2.0	S	R	I	1.0		S	S	8.0	R	R	R	16.0	R	R	R	0.03	S	S	S	8.0	S	S		0.5	S	S	S	0.25	S	S	S	0.03	S	S	S	8.0	S	S		8.0	S			2.0	S	S		0.25	S	S	S
DTU2017-772-PRJ1111-Escherischia-coli-528-16021226_S4_L001_R1_001	PRJEB22091	SAMEA104205990	ERX2148192	ERR2091398	ERA984054	Run_2017_8_8_12_24_2_run95	ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/008/ERR2091398/ERR2091398_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/008/ERR2091398/ERR2091398_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR209/008/ERR2091398	64.0	R	R	R	32.0	R	R	R	0.125	S	R	S	2.0	S	R	I	1.0		S	S	8.0	R	R	R	8.0	I	R	R	0.015	S	S	S	4.0	S	S		32.0	R	R	R	0.25	S	S	S	0.03	S	S	S	8.0	S	S		1024.0	R			64.0	R	R		32.0	R	R	R
DTU2017-773-PRJ1111-Escherischia-coli-528-16021227_S5_L001_R1_001	PRJEB22091	SAMEA104205991	ERX2148193	ERR2091399	ERA984054	Run_2017_8_8_12_24_2_run96	ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/009/ERR2091399/ERR2091399_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/009/ERR2091399/ERR2091399_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR209/009/ERR2091399	64.0	R	R	R	8.0	S	S	S	0.125	S	R	S	0.125	S	S	S	1.0		S	S	1.0	S	R	S	2.0	S	R	I	0.03	S	S	S	32.0	R	R		0.5	S	S	S	0.25	S	S	S	0.06	S	S	S	64.0	R	R		8.0	S			64.0	R	R		0.25	S	S	S
DTU2017-774-PRJ1111-Escherischia-coli-528-16025596_S6_L001_R1_001	PRJEB22091	SAMEA104205992	ERX2148194	ERR2091400	ERA984054	Run_2017_8_8_12_24_2_run97	ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/000/ERR2091400/ERR2091400_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/000/ERR2091400/ERR2091400_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR209/000/ERR2091400	64.0	R	R	R	8.0	S	S	S	0.015	S	S	S	16.0	R	R	R	1.0		S	S	64.0	R	R	R	2.0	S	R	I	0.015	S	S	S	4.0	S	S		0.5	S	S	S	0.25	S	S	S	0.03	S	S	S	4.0	S	S		1024.0	R			2.0	S	S		32.0	R	R	R
DTU2017-775-PRJ1111-Escherischia-coli-528-16025600_S7_L001_R1_001	PRJEB22091	SAMEA104205993	ERX2148195	ERR2091401	ERA984054	Run_2017_8_8_12_24_2_run98	ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/001/ERR2091401/ERR2091401_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/001/ERR2091401/ERR2091401_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR209/001/ERR2091401	64.0	R	R	R	64.0	R	R	R	0.5	I	R	I	0.5	S	R	S	1.0		S	S	4.0	R	R	R	16.0	R	R	R	0.015	S	S	S	8.0	S	S		0.5	S	S	S	0.25	S	S	S	0.03	S	S	S	128.0	R	R		1024.0	R			64.0	R	R		0.25	S	S	S
DTU2017-776-PRJ1111-Escherischia-coli-528-16027655_S8_L001_R1_001	PRJEB22091	SAMEA104205994	ERX2148196	ERR2091402	ERA984054	Run_2017_8_8_12_24_2_run99	ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/002/ERR2091402/ERR2091402_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/002/ERR2091402/ERR2091402_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR209/002/ERR2091402	64.0	R	R	R	8.0	S	S	S	0.015	S	S	S	0.25	S	R	S	1.0		S	S	8.0	R	R	R	8.0	I	R	R	0.03	S	S	S	64.0	R	R		0.5	S	S	S	0.25	S	S	S	0.03	S	S	S	4.0	S	S		512.0	R			64.0	R	R		32.0	R	R	R
DTU2017-778-PRJ1111-Escherischia-coli-528-16027656_S10_L001_R1_001	PRJEB22091	SAMEA104205995	ERX2148197	ERR2091403	ERA984054	Run_2017_8_8_12_24_2_run100	ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/003/ERR2091403/ERR2091403_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/003/ERR2091403/ERR2091403_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR209/003/ERR2091403																																																																
DTU2017-779-PRJ1111-Escherischia-coli-528-16027661_S11_L001_R1_001	PRJEB22091	SAMEA104205996	ERX2148198	ERR2091404	ERA984054	Run_2017_8_8_12_24_2_run101	ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/004/ERR2091404/ERR2091404_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/004/ERR2091404/ERR2091404_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR209/004/ERR2091404	64.0	R	R	R	8.0	S	S	S	0.125	S	R	S	0.125	S	S	S	1.0		S	S	1.0	S	R	S	2.0	S	R	I	0.03	S	S	S	64.0	R	R		0.5	S	S	S	0.25	S	S	S	0.03	S	S	S	64.0	R	R		8.0	S			64.0	R	R		0.25	S	S	S
DTU2017-780-PRJ1111-Escherischia-coli-528-16027662_S12_L001_R1_001	PRJEB22091	SAMEA104205997	ERX2148199	ERR2091405	ERA984054	Run_2017_8_8_12_24_2_run102	ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/005/ERR2091405/ERR2091405_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/005/ERR2091405/ERR2091405_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR209/005/ERR2091405	64.0	R	R	R	32.0	R	R	R	0.25	S	R	S	0.25	S	R	S	1.0		S	S	16.0	R	R	R	8.0	I	R	R	0.03	S	S	S	64.0	R	R		0.5	S	S	S	0.25	S	S	S	0.03	S	S	S	128.0	R	R		1024.0	R			2.0	S	S		0.25	S	S	S
DTU2017-781-PRJ1111-Escherischia-coli-528-16029131_S13_L001_R1_001	PRJEB22091	SAMEA104205998	ERX2148200	ERR2091406	ERA984054	Run_2017_8_8_12_24_2_run103	ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/006/ERR2091406/ERR2091406_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/006/ERR2091406/ERR2091406_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR209/006/ERR2091406	64.0	R	R	R	8.0	S	S	S	0.125	S	R	S	0.125	S	S	S	1.0		S	S	1.0	S	R	S	2.0	S	R	I	0.03	S	S	S	32.0	R	R		0.5	S	S	S	0.25	S	S	S	0.03	S	S	S	128.0	R	R		8.0	S			64.0	R	R		0.25	S	S	S
DTU2017-782-PRJ1111-Escherischia-coli-528-16029133_S14_L001_R1_001	PRJEB22091	SAMEA104205999	ERX2148201	ERR2091407	ERA984054	Run_2017_8_8_12_24_2_run104	ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/007/ERR2091407/ERR2091407_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/007/ERR2091407/ERR2091407_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR209/007/ERR2091407	64.0	R	R	R	8.0	S	S	S	0.015	S	S	S	0.25	S	R	S	1.0		S	S	16.0	R	R	R	8.0	I	R	R	0.06	S	S	S	64.0	R	R		1.0	S	S	S	0.25	S	S	S	0.03	S	S	S	4.0	S	S		1024.0	R			32.0	R	R		32.0	R	R	R
DTU2017-783-PRJ1111-Escherischia-coli-528-16029686_S15_L001_R1_001	PRJEB22091	SAMEA104206000	ERX2148202	ERR2091408	ERA984054	Run_2017_8_8_12_24_2_run105	ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/008/ERR2091408/ERR2091408_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/008/ERR2091408/ERR2091408_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR209/008/ERR2091408	64.0	R	R	R	8.0	S	S	S	0.015	S	S	S	0.25	S	R	S	1.0		S	S	2.0	I	R	I	2.0	S	R	I	0.015	S	S	S	8.0	S	S		0.5	S	S	S	0.125	S	S	S	0.03	S	S	S	4.0	S	S		8.0	S			2.0	S	S		0.25	S	S	S
DTU2017-784-PRJ1111-Escherischia-coli-528-16029684_S16_L001_R1_001	PRJEB22091	SAMEA104206001	ERX2148203	ERR2091409	ERA984054	Run_2017_8_8_12_24_2_run106	ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/009/ERR2091409/ERR2091409_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/009/ERR2091409/ERR2091409_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR209/009/ERR2091409	64.0	R	R	R	8.0	S	S	S	0.03	S	S	S	8.0	I	R	R	1.0		S	S	32.0	R	R	R	2.0	S	R	I	0.03	S	S	S	16.0	I	R		0.5	S	S	S	0.25	S	S	S	0.03	S	S	S	4.0	S	S		1024.0	R			64.0	R	R		32.0	R	R	R
DTU2017-785-PRJ1111-Escherischia-coli-528-16029691_S17_L001_R1_001	PRJEB22091	SAMEA104206002	ERX2148204	ERR2091410	ERA984054	Run_2017_8_8_12_24_2_run107	ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/000/ERR2091410/ERR2091410_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/000/ERR2091410/ERR2091410_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR209/000/ERR2091410	64.0	R	R	R	8.0	S	S	S	0.125	S	R	S	0.125	S	S	S	1.0		S	S	1.0	S	R	S	2.0	S	R	I	0.03	S	S	S	32.0	R	R		0.5	S	S	S	0.25	S	S	S	0.03	S	S	S	64.0	R	R		8.0	S			64.0	R	R		0.25	S	S	S
DTU2017-786-PRJ1111-Escherischia-coli-528-16035021_S18_L001_R1_001	PRJEB22091	SAMEA104206003	ERX2148205	ERR2091411	ERA984054	Run_2017_8_8_12_24_2_run108	ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/001/ERR2091411/ERR2091411_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/001/ERR2091411/ERR2091411_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR209/001/ERR2091411	64.0	R	R	R	8.0	S	S	S	0.125	S	R	S	0.06	S	S	S	1.0		S	S	1.0	S	R	S	1.0	S	R	S	0.03	S	S	S	32.0	R	R		0.5	S	S	S	0.125	S	S	S	0.03	S	S	S	64.0	R	R		8.0	S			64.0	R	R		0.25	S	S	S
DTU2017-787-PRJ1111-Escherischia-coli-528-16036861_S19_L001_R1_001	PRJEB22091	SAMEA104206004	ERX2148206	ERR2091412	ERA984054	Run_2017_8_8_12_24_2_run109	ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/002/ERR2091412/ERR2091412_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/002/ERR2091412/ERR2091412_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR209/002/ERR2091412	64.0	R	R	R	8.0	S	S	S	0.015	S	S	S	0.25	S	R	S	1.0		S	S	8.0	R	R	R	8.0	I	R	R	0.03	S	S	S	32.0	R	R		0.5	S	S	S	0.25	S	S	S	0.03	S	S	S	4.0	S	S		8.0	S			2.0	S	S		0.25	S	S	S
DTU2017-788-PRJ1111-Escherischia-coli-528-16036862_S20_L001_R1_001	PRJEB22091	SAMEA104206005	ERX2148207	ERR2091413	ERA984054	Run_2017_8_8_12_24_2_run110	ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/003/ERR2091413/ERR2091413_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/003/ERR2091413/ERR2091413_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR209/003/ERR2091413	64.0	R	R	R	8.0	S	S	S	0.03	S	S	S	0.25	S	R	S	1.0		S	S	8.0	R	R	R	8.0	I	R	R	0.03	S	S	S	64.0	R	R		0.5	S	S	S	0.25	S	S	S	0.03	S	S	S	4.0	S	S		8.0	S			2.0	S	S		0.25	S	S	S
DTU2017-789-PRJ1111-Escherischia-coli-528-16036882_S21_L001_R1_001	PRJEB22091	SAMEA104206006	ERX2148208	ERR2091414	ERA984054	Run_2017_8_8_12_24_2_run111	ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/004/ERR2091414/ERR2091414_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/004/ERR2091414/ERR2091414_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR209/004/ERR2091414	64.0	R	R	R	8.0	S	S	S	0.25	S	R	S	0.125	S	S	S	1.0		S	S	1.0	S	R	S	2.0	S	R	I	0.03	S	S	S	32.0	R	R		0.5	S	S	S	0.25	S	S	S	0.03	S	S	S	64.0	R	R		8.0	S			2.0	S	S		0.25	S	S	S
DTU2017-790-PRJ1111-Escherischia-coli-528-16036883_S22_L001_R1_001	PRJEB22091	SAMEA104206007	ERX2148209	ERR2091415	ERA984054	Run_2017_8_8_12_24_2_run112	ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/005/ERR2091415/ERR2091415_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/005/ERR2091415/ERR2091415_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR209/005/ERR2091415	64.0	R	R	R	8.0	S	S	S	0.125	S	R	S	0.125	S	S	S	1.0		S	S	1.0	S	R	S	2.0	S	R	I	0.03	S	S	S	64.0	R	R		0.5	S	S	S	0.25	S	S	S	0.03	S	S	S	128.0	R	R		8.0	S			64.0	R	R		0.25	S	S	S
DTU2017-791-PRJ1111-Escherischia-coli-528-16036884_S23_L001_R1_001	PRJEB22091	SAMEA104206008	ERX2148210	ERR2091416	ERA984054	Run_2017_8_8_12_24_2_run113	ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/006/ERR2091416/ERR2091416_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/006/ERR2091416/ERR2091416_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR209/006/ERR2091416	64.0	R	R	R	8.0	S	S	S	0.25	S	R	S	0.125	S	S	S	1.0		S	S	2.0	I	R	I	2.0	S	R	I	0.015	S	S	S	64.0	R	R		0.5	S	S	S	0.25	S	S	S	0.03	S	S	S	64.0	R	R		8.0	S			64.0	R	R		0.25	S	S	S
DTU2017-792-PRJ1111-Escherischia-coli-528-16037235_S24_L001_R1_001	PRJEB22091	SAMEA104206009	ERX2148211	ERR2091417	ERA984054	Run_2017_8_8_12_24_2_run114	ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/007/ERR2091417/ERR2091417_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/007/ERR2091417/ERR2091417_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR209/007/ERR2091417	64.0	R	R	R	8.0	S	S	S	0.015	S	S	S	1.0	S	R	S	1.0		S	S	4.0	R	R	R	8.0	I	R	R	0.015	S	S	S	4.0	S	S		0.5	S	S	S	0.125	S	S	S	0.03	S	S	S	4.0	S	S		8.0	S			64.0	R	R		0.25	S	S	S
DTU2017-793-PRJ1111-Escherischia-coli-528-16041472_S25_L001_R1_001	PRJEB22091	SAMEA104206010	ERX2148212	ERR2091418	ERA984054	Run_2017_8_8_12_24_2_run115	ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/008/ERR2091418/ERR2091418_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/008/ERR2091418/ERR2091418_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR209/008/ERR2091418	64.0	R	R	R	8.0	S	S	S	0.015	S	S	S	0.25	S	R	S	1.0		S	S	8.0	R	R	R	8.0	I	R	R	0.03	S	S	S	64.0	R	R		32.0	R	R	R	0.25	S	S	S	0.03	S	S	S	4.0	S	S		1024.0	R			64.0	R	R		0.25	S	S	S
DTU2017-794-PRJ1111-Escherischia-coli-528-16041474_S26_L001_R1_001	PRJEB22091	SAMEA104206011	ERX2148213	ERR2091419	ERA984054	Run_2017_8_8_12_24_2_run116	ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/009/ERR2091419/ERR2091419_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/009/ERR2091419/ERR2091419_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR209/009/ERR2091419	64.0	R	R	R	8.0	S	S	S	0.015	S	S	S	0.25	S	R	S	1.0		S	S	8.0	R	R	R	8.0	I	R	R	0.03	S	S	S	64.0	R	R		16.0	R	R	R	0.25	S	S	S	0.03	S	S	S	4.0	S	S		1024.0	R			64.0	R	R		0.25	S	S	S
DTU2017-795-PRJ1111-Escherischia-coli-528-16041453_S27_L001_R1_001	PRJEB22091	SAMEA104206012	ERX2148214	ERR2091420	ERA984054	Run_2017_8_8_12_24_2_run117	ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/000/ERR2091420/ERR2091420_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/000/ERR2091420/ERR2091420_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR209/000/ERR2091420	64.0	R	R	R	8.0	S	S	S	0.015	S	S	S	1.0	S	R	S	1.0		S	S	4.0	R	R	R	8.0	I	R	R	0.015	S	S	S	4.0	S	S		0.5	S	S	S	0.125	S	S	S	0.03	S	S	S	4.0	S	S		8.0	S			64.0	R	R		0.25	S	S	S
DTU2017-796-PRJ1111-Escherischia-coli-528-16053324_S28_L001_R1_001	PRJEB22091	SAMEA104206013	ERX2148215	ERR2091421	ERA984054	Run_2017_8_8_12_24_2_run118	ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/001/ERR2091421/ERR2091421_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/001/ERR2091421/ERR2091421_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR209/001/ERR2091421	64.0	R	R	R	8.0	S	S	S	0.015	S	S	S	0.25	S	R	S	1.0		S	S	8.0	R	R	R	8.0	I	R	R	0.03	S	S	S	32.0	R	R		32.0	R	R	R	0.25	S	S	S	0.03	S	S	S	4.0	S	S		1024.0	R			64.0	R	R		0.25	S	S	S
DTU2017-797-PRJ1111-Escherischia-coli-528-16053325_S29_L001_R1_001	PRJEB22091	SAMEA104206014	ERX2148216	ERR2091422	ERA984054	Run_2017_8_8_12_24_2_run119	ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/002/ERR2091422/ERR2091422_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR209/002/ERR2091422/ERR2091422_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR209/002/ERR2091422	64.0	R	R	R	8.0	S	S	S	0.015	S	S	S	0.25	S	R	S	1.0		S	S	8.0	R	R	R	8.0	I	R	R	0.03	S	S	S	64.0	R	R		0.5	S	S	S	0.125	S	S	S	0.03	S	S	S	4.0	S	S		8.0	S			64.0	R	R		0.25	S	S	S
